brand,name,price,delivery,availability,url
JUAREZ,"Juârez JRZ38C/VTS 6 Strings Acoustic Guitar 38 Inch Cutaway, Right Handed, Violet/Purple with Bag, Strings, Picks and Strap","2,199","Monday, 29 April",In stock,https://www.amazon.in/JRZ38C-VTS-Strings-Acoustic-Cutaway/dp/B072MFLQC9/ref=sr_1_20?dib=eyJ2IjoiMSJ9.H_dE0w8OHcmESxseNpLSv0nvWr0JMhazIQ9MvjPhIkuhKueS755oeD551GNy1OU2BpJAkKdfM4cIvL3PNwh0ImV8Qx0NvGFNZWfUFLdJzA6gf0A2nfm5ROwrPEXKKYLYo5pjIuXbR3xRuMpXRX1nNjXPMUY9cHHaJa30BTGK4Bx9KDu_2zQSKyp-_sUqdBwZ3QIqfuEI8gXmQB2OcHs_OkoRbl83VidsEmXmqMXkau6Z3vEACKUQEU5sPVobJOWG0igyaA-CLvwrcUIMKiU9PSuttCEh4z_mwH8MxU-0B54.jxPnOLXHw19xmf2sGdm1dckVPSIsrY9p2QHh9N-X6Bc&dib_tag=se&keywords=guitar&qid=1714216630&sr=8-20
Ibanez,"Ibanez MD39C-NT 39 Inches Rose Wood Cutaway Acoustic Guitar With Gig-Bag, Polishing Cloth And E-Book","8,499","Monday, 29 April",In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NzQxMDQyOTM1NzkxMTc6MTcxNDIxNjYzMDpzcF9tdGY6MzAwMTQ4NDgwODI1MDMyOjowOjo&url=%2FIbanez-MD39C-NT-Cutaway-Acoustic-Polishing%2Fdp%2FB084BQJCP8%2Fref%3Dsr_1_21_sspa%3Fdib%3DeyJ2IjoiMSJ9.H_dE0w8OHcmESxseNpLSv0nvWr0JMhazIQ9MvjPhIkuhKueS755oeD551GNy1OU2BpJAkKdfM4cIvL3PNwh0ImV8Qx0NvGFNZWfUFLdJzA6gf0A2nfm5ROwrPEXKKYLYo5pjIuXbR3xRuMpXRX1nNjXPMUY9cHHaJa30BTGK4Bx9KDu_2zQSKyp-_sUqdBwZ3QIqfuEI8gXmQB2OcHs_OkoRbl83VidsEmXmqMXkau6Z3vEACKUQEU5sPVobJOWG0igyaA-CLvwrcUIMKiU9PSuttCEh4z_mwH8MxU-0B54.jxPnOLXHw19xmf2sGdm1dckVPSIsrY9p2QHh9N-X6Bc%26dib_tag%3Dse%26keywords%3Dguitar%26qid%3D1714216630%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
VAULT,"Vault DA20 Dreadnought Acoustic Guitar With Gig-Bag, Picks, Strings Set, String Winder, Strap, Polishing Cloth And Allen Key","4,899","Monday, 29 April",In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NzQxMDQyOTM1NzkxMTc6MTcxNDIxNjYzMDpzcF9tdGY6MjAwOTI2MjQwMjE1OTg6OjA6Og&url=%2FDreadnought-Acoustic-Gig-Bag-Strings-Polishing%2Fdp%2FB0BJJRJVHY%2Fref%3Dsr_1_22_sspa%3Fdib%3DeyJ2IjoiMSJ9.H_dE0w8OHcmESxseNpLSv0nvWr0JMhazIQ9MvjPhIkuhKueS755oeD551GNy1OU2BpJAkKdfM4cIvL3PNwh0ImV8Qx0NvGFNZWfUFLdJzA6gf0A2nfm5ROwrPEXKKYLYo5pjIuXbR3xRuMpXRX1nNjXPMUY9cHHaJa30BTGK4Bx9KDu_2zQSKyp-_sUqdBwZ3QIqfuEI8gXmQB2OcHs_OkoRbl83VidsEmXmqMXkau6Z3vEACKUQEU5sPVobJOWG0igyaA-CLvwrcUIMKiU9PSuttCEh4z_mwH8MxU-0B54.jxPnOLXHw19xmf2sGdm1dckVPSIsrY9p2QHh9N-X6Bc%26dib_tag%3Dse%26keywords%3Dguitar%26qid%3D1714216630%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
RICHTONE,Richtone B239C Natural Matt Jf Style Cutaway Acoustic Guitar - Rosewood,"9,000","Monday, 29 April",Only 2 left in stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NzQxMDQyOTM1NzkxMTc6MTcxNDIxNjYzMDpzcF9tdGY6MzAwMTQxODMyNzA2OTMyOjowOjo&url=%2FRichtone-B239C-Natural-cutaway-Acoustic%2Fdp%2FB0CNW9RZ9D%2Fref%3Dsr_1_23_sspa%3Fdib%3DeyJ2IjoiMSJ9.H_dE0w8OHcmESxseNpLSv0nvWr0JMhazIQ9MvjPhIkuhKueS755oeD551GNy1OU2BpJAkKdfM4cIvL3PNwh0ImV8Qx0NvGFNZWfUFLdJzA6gf0A2nfm5ROwrPEXKKYLYo5pjIuXbR3xRuMpXRX1nNjXPMUY9cHHaJa30BTGK4Bx9KDu_2zQSKyp-_sUqdBwZ3QIqfuEI8gXmQB2OcHs_OkoRbl83VidsEmXmqMXkau6Z3vEACKUQEU5sPVobJOWG0igyaA-CLvwrcUIMKiU9PSuttCEh4z_mwH8MxU-0B54.jxPnOLXHw19xmf2sGdm1dckVPSIsrY9p2QHh9N-X6Bc%26dib_tag%3Dse%26keywords%3Dguitar%26qid%3D1714216630%26sr%3D8-23-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Gum-Tea,"Acoustic Guitar, 39 Inch Cutaway, 039C with Bag, Strings, Pick and Strap, Random Colour colors may be vary","4,997","Friday, 3 May",In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NzQxMDQyOTM1NzkxMTc6MTcxNDIxNjYzMDpzcF9tdGY6MzAwMTQ2MzYwMTYzNTMyOjowOjo&url=%2FAcoustic-Guitar-Cutaway-Strings-Strap%2Fdp%2FB08NTC4KG4%2Fref%3Dsr_1_24_sspa%3Fdib%3DeyJ2IjoiMSJ9.H_dE0w8OHcmESxseNpLSv0nvWr0JMhazIQ9MvjPhIkuhKueS755oeD551GNy1OU2BpJAkKdfM4cIvL3PNwh0ImV8Qx0NvGFNZWfUFLdJzA6gf0A2nfm5ROwrPEXKKYLYo5pjIuXbR3xRuMpXRX1nNjXPMUY9cHHaJa30BTGK4Bx9KDu_2zQSKyp-_sUqdBwZ3QIqfuEI8gXmQB2OcHs_OkoRbl83VidsEmXmqMXkau6Z3vEACKUQEU5sPVobJOWG0igyaA-CLvwrcUIMKiU9PSuttCEh4z_mwH8MxU-0B54.jxPnOLXHw19xmf2sGdm1dckVPSIsrY9p2QHh9N-X6Bc%26dib_tag%3Dse%26keywords%3Dguitar%26qid%3D1714216630%26sr%3D8-24-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
JUAREZ,"Juârez Acoustic Guitar, 38 Inch Cutaway, 038C with Bag, Strings, Pick and Strap, Black (Acoustic Guitar Kit, NATURAL)","2,759","Monday, 29 April",In stock,https://www.amazon.in/JUAREZ-JRZ38C-Acoustic-Natural-Strings/dp/B01FYYTDWC/ref=sr_1_25?dib=eyJ2IjoiMSJ9.H_dE0w8OHcmESxseNpLSv0nvWr0JMhazIQ9MvjPhIkuhKueS755oeD551GNy1OU2BpJAkKdfM4cIvL3PNwh0ImV8Qx0NvGFNZWfUFLdJzA6gf0A2nfm5ROwrPEXKKYLYo5pjIuXbR3xRuMpXRX1nNjXPMUY9cHHaJa30BTGK4Bx9KDu_2zQSKyp-_sUqdBwZ3QIqfuEI8gXmQB2OcHs_OkoRbl83VidsEmXmqMXkau6Z3vEACKUQEU5sPVobJOWG0igyaA-CLvwrcUIMKiU9PSuttCEh4z_mwH8MxU-0B54.jxPnOLXHw19xmf2sGdm1dckVPSIsrY9p2QHh9N-X6Bc&dib_tag=se&keywords=guitar&qid=1714216630&sr=8-25
JUAREZ,"Juârez Acoustic Guitar, 38 Inch Cutaway, 038C with Bag, Strings, Pick and Strap, Black (Acoustic Guitar Kit, ZEBRA)","2,199","Monday, 29 April",In stock,https://www.amazon.in/Juarez-Strings-Acoustic-Cutaway-Zebrawood/dp/B072Q9L8DG/ref=sr_1_26?dib=eyJ2IjoiMSJ9.H_dE0w8OHcmESxseNpLSv0nvWr0JMhazIQ9MvjPhIkuhKueS755oeD551GNy1OU2BpJAkKdfM4cIvL3PNwh0ImV8Qx0NvGFNZWfUFLdJzA6gf0A2nfm5ROwrPEXKKYLYo5pjIuXbR3xRuMpXRX1nNjXPMUY9cHHaJa30BTGK4Bx9KDu_2zQSKyp-_sUqdBwZ3QIqfuEI8gXmQB2OcHs_OkoRbl83VidsEmXmqMXkau6Z3vEACKUQEU5sPVobJOWG0igyaA-CLvwrcUIMKiU9PSuttCEh4z_mwH8MxU-0B54.jxPnOLXHw19xmf2sGdm1dckVPSIsrY9p2QHh9N-X6Bc&dib_tag=se&keywords=guitar&qid=1714216630&sr=8-26
Intern,"Intern INT-38C-BK-G Cutaway Right Handed Acoustic Guitar Kit, with Bag, Nickel Strings, Pick And Strap (Black) -6 Strings","1,949",1 - 3 May,Available to ship in 1-2 days,https://www.amazon.in/Intern-INT-38C-BK-G-Guitar-Kit-Black/dp/B07K9497RC/ref=sr_1_27?dib=eyJ2IjoiMSJ9.H_dE0w8OHcmESxseNpLSv0nvWr0JMhazIQ9MvjPhIkuhKueS755oeD551GNy1OU2BpJAkKdfM4cIvL3PNwh0ImV8Qx0NvGFNZWfUFLdJzA6gf0A2nfm5ROwrPEXKKYLYo5pjIuXbR3xRuMpXRX1nNjXPMUY9cHHaJa30BTGK4Bx9KDu_2zQSKyp-_sUqdBwZ3QIqfuEI8gXmQB2OcHs_OkoRbl83VidsEmXmqMXkau6Z3vEACKUQEU5sPVobJOWG0igyaA-CLvwrcUIMKiU9PSuttCEh4z_mwH8MxU-0B54.jxPnOLXHw19xmf2sGdm1dckVPSIsrY9p2QHh9N-X6Bc&dib_tag=se&keywords=guitar&qid=1714216630&sr=8-27
YAMAHA,YAMAHA FS80C BLACK CONCERT CUTAWAY GUITAR,"8,178","Monday, 6 May",In stock,https://www.amazon.in/YAMAHA-FS80C-CONCERT-CUTAWAY-GUITAR/dp/B08WBBVMVJ/ref=sr_1_28?dib=eyJ2IjoiMSJ9.H_dE0w8OHcmESxseNpLSv0nvWr0JMhazIQ9MvjPhIkuhKueS755oeD551GNy1OU2BpJAkKdfM4cIvL3PNwh0ImV8Qx0NvGFNZWfUFLdJzA6gf0A2nfm5ROwrPEXKKYLYo5pjIuXbR3xRuMpXRX1nNjXPMUY9cHHaJa30BTGK4Bx9KDu_2zQSKyp-_sUqdBwZ3QIqfuEI8gXmQB2OcHs_OkoRbl83VidsEmXmqMXkau6Z3vEACKUQEU5sPVobJOWG0igyaA-CLvwrcUIMKiU9PSuttCEh4z_mwH8MxU-0B54.jxPnOLXHw19xmf2sGdm1dckVPSIsrY9p2QHh9N-X6Bc&dib_tag=se&keywords=guitar&qid=1714216630&sr=8-28
Intern,Intern 38C Ebony Wood Cutaway Design Acoustic Guitar with Picks And Carry Bag (Black),"1,999","Wednesday, 1 May",Available to ship in 1-2 days,https://www.amazon.in/Intern-38-inch-Cutaway-Design-Acoustic/dp/B07X4PN85R/ref=sr_1_29?dib=eyJ2IjoiMSJ9.H_dE0w8OHcmESxseNpLSv0nvWr0JMhazIQ9MvjPhIkuhKueS755oeD551GNy1OU2BpJAkKdfM4cIvL3PNwh0ImV8Qx0NvGFNZWfUFLdJzA6gf0A2nfm5ROwrPEXKKYLYo5pjIuXbR3xRuMpXRX1nNjXPMUY9cHHaJa30BTGK4Bx9KDu_2zQSKyp-_sUqdBwZ3QIqfuEI8gXmQB2OcHs_OkoRbl83VidsEmXmqMXkau6Z3vEACKUQEU5sPVobJOWG0igyaA-CLvwrcUIMKiU9PSuttCEh4z_mwH8MxU-0B54.jxPnOLXHw19xmf2sGdm1dckVPSIsrY9p2QHh9N-X6Bc&dib_tag=se&keywords=guitar&qid=1714216630&sr=8-29
Yamaha,Yamaha 22.8 Inches Merantiwood Classical Guitar C40//02 (Brown),"7,699","Tuesday, 30 April",In stock,https://www.amazon.in/Yamaha-Classical-Guitar-C40-02/dp/B003UGCUFE/ref=sr_1_30?dib=eyJ2IjoiMSJ9.H_dE0w8OHcmESxseNpLSv0nvWr0JMhazIQ9MvjPhIkuhKueS755oeD551GNy1OU2BpJAkKdfM4cIvL3PNwh0ImV8Qx0NvGFNZWfUFLdJzA6gf0A2nfm5ROwrPEXKKYLYo5pjIuXbR3xRuMpXRX1nNjXPMUY9cHHaJa30BTGK4Bx9KDu_2zQSKyp-_sUqdBwZ3QIqfuEI8gXmQB2OcHs_OkoRbl83VidsEmXmqMXkau6Z3vEACKUQEU5sPVobJOWG0igyaA-CLvwrcUIMKiU9PSuttCEh4z_mwH8MxU-0B54.jxPnOLXHw19xmf2sGdm1dckVPSIsrY9p2QHh9N-X6Bc&dib_tag=se&keywords=guitar&qid=1714216630&sr=8-30
YAMAHA,"Yamaha F280 Acoustic Guitar, Tobacco Brown Sunburst","7,990","Sunday, 5 May",In stock,https://www.amazon.in/Yamaha-Acoustic-Guitar-Tobacco-Sunburst/dp/B08VXR74Q2/ref=sr_1_31?dib=eyJ2IjoiMSJ9.H_dE0w8OHcmESxseNpLSv0nvWr0JMhazIQ9MvjPhIkuhKueS755oeD551GNy1OU2BpJAkKdfM4cIvL3PNwh0ImV8Qx0NvGFNZWfUFLdJzA6gf0A2nfm5ROwrPEXKKYLYo5pjIuXbR3xRuMpXRX1nNjXPMUY9cHHaJa30BTGK4Bx9KDu_2zQSKyp-_sUqdBwZ3QIqfuEI8gXmQB2OcHs_OkoRbl83VidsEmXmqMXkau6Z3vEACKUQEU5sPVobJOWG0igyaA-CLvwrcUIMKiU9PSuttCEh4z_mwH8MxU-0B54.jxPnOLXHw19xmf2sGdm1dckVPSIsrY9p2QHh9N-X6Bc&dib_tag=se&keywords=guitar&qid=1714216630&sr=8-31
YAMAHA,Yamaha Fx280 Tobacco Brown Sunburst Electro Acoustic Guitar - Wood,"10,998","Sunday, 5 May",In stock,https://www.amazon.in/FX280-acoustic-Dreadnought-Tobacco-Sunburst/dp/B09HR7BXGW/ref=sr_1_32?dib=eyJ2IjoiMSJ9.H_dE0w8OHcmESxseNpLSv0nvWr0JMhazIQ9MvjPhIkuhKueS755oeD551GNy1OU2BpJAkKdfM4cIvL3PNwh0ImV8Qx0NvGFNZWfUFLdJzA6gf0A2nfm5ROwrPEXKKYLYo5pjIuXbR3xRuMpXRX1nNjXPMUY9cHHaJa30BTGK4Bx9KDu_2zQSKyp-_sUqdBwZ3QIqfuEI8gXmQB2OcHs_OkoRbl83VidsEmXmqMXkau6Z3vEACKUQEU5sPVobJOWG0igyaA-CLvwrcUIMKiU9PSuttCEh4z_mwH8MxU-0B54.jxPnOLXHw19xmf2sGdm1dckVPSIsrY9p2QHh9N-X6Bc&dib_tag=se&keywords=guitar&qid=1714216630&sr=8-32
YAMAHA,Yamaha FSX80C Semi acoustic cutaway guitar (natural),"12,480","Wednesday, 1 May",Only 1 left in stock.,https://www.amazon.in/Yamaha-FSX80C-Acoustic-Cutaway-Natural/dp/B09HL3GFZF/ref=sr_1_33?dib=eyJ2IjoiMSJ9.H_dE0w8OHcmESxseNpLSv0nvWr0JMhazIQ9MvjPhIkuhKueS755oeD551GNy1OU2BpJAkKdfM4cIvL3PNwh0ImV8Qx0NvGFNZWfUFLdJzA6gf0A2nfm5ROwrPEXKKYLYo5pjIuXbR3xRuMpXRX1nNjXPMUY9cHHaJa30BTGK4Bx9KDu_2zQSKyp-_sUqdBwZ3QIqfuEI8gXmQB2OcHs_OkoRbl83VidsEmXmqMXkau6Z3vEACKUQEU5sPVobJOWG0igyaA-CLvwrcUIMKiU9PSuttCEh4z_mwH8MxU-0B54.jxPnOLXHw19xmf2sGdm1dckVPSIsrY9p2QHh9N-X6Bc&dib_tag=se&keywords=guitar&qid=1714216630&sr=8-33
Yamaha,"YAMAHA F310, 6-Strings Rose Wood Acoustic Guitar, Natural","9,441","Sunday, 5 May",In stock,https://www.amazon.in/Yamaha-F310-6-Strings-Acoustic-Natural/dp/B000RVYW7E/ref=sr_1_34?dib=eyJ2IjoiMSJ9.H_dE0w8OHcmESxseNpLSv0nvWr0JMhazIQ9MvjPhIkuhKueS755oeD551GNy1OU2BpJAkKdfM4cIvL3PNwh0ImV8Qx0NvGFNZWfUFLdJzA6gf0A2nfm5ROwrPEXKKYLYo5pjIuXbR3xRuMpXRX1nNjXPMUY9cHHaJa30BTGK4Bx9KDu_2zQSKyp-_sUqdBwZ3QIqfuEI8gXmQB2OcHs_OkoRbl83VidsEmXmqMXkau6Z3vEACKUQEU5sPVobJOWG0igyaA-CLvwrcUIMKiU9PSuttCEh4z_mwH8MxU-0B54.jxPnOLXHw19xmf2sGdm1dckVPSIsrY9p2QHh9N-X6Bc&dib_tag=se&keywords=guitar&qid=1714216630&sr=8-34
Kadence,"Kadence Frontier Series, Acoustic Guitar With/Wihtout EQ Die Cast Keys Combo (Bag,strap,strings and 3 picks) (Natural, Semi/Electro Acoustic)","4,999","Monday, 29 April",In stock,https://www.amazon.in/Kadence-Frontier-Acoustic-Natural-Equalizer/dp/B01I50UJG6/ref=sr_1_35?dib=eyJ2IjoiMSJ9.H_dE0w8OHcmESxseNpLSv0nvWr0JMhazIQ9MvjPhIkuhKueS755oeD551GNy1OU2BpJAkKdfM4cIvL3PNwh0ImV8Qx0NvGFNZWfUFLdJzA6gf0A2nfm5ROwrPEXKKYLYo5pjIuXbR3xRuMpXRX1nNjXPMUY9cHHaJa30BTGK4Bx9KDu_2zQSKyp-_sUqdBwZ3QIqfuEI8gXmQB2OcHs_OkoRbl83VidsEmXmqMXkau6Z3vEACKUQEU5sPVobJOWG0igyaA-CLvwrcUIMKiU9PSuttCEh4z_mwH8MxU-0B54.jxPnOLXHw19xmf2sGdm1dckVPSIsrY9p2QHh9N-X6Bc&dib_tag=se&keywords=guitar&qid=1714216630&sr=8-35
YAMAHA,Yamaha FSX80C Semi acoustic cutaway guitar (Black),"11,789","Monday, 29 April",In stock,https://www.amazon.in/Yamaha-FSX80C-Acoustic-Cutaway-Guitar/dp/B09HL5WFDX/ref=sr_1_36?dib=eyJ2IjoiMSJ9.H_dE0w8OHcmESxseNpLSv0nvWr0JMhazIQ9MvjPhIkuhKueS755oeD551GNy1OU2BpJAkKdfM4cIvL3PNwh0ImV8Qx0NvGFNZWfUFLdJzA6gf0A2nfm5ROwrPEXKKYLYo5pjIuXbR3xRuMpXRX1nNjXPMUY9cHHaJa30BTGK4Bx9KDu_2zQSKyp-_sUqdBwZ3QIqfuEI8gXmQB2OcHs_OkoRbl83VidsEmXmqMXkau6Z3vEACKUQEU5sPVobJOWG0igyaA-CLvwrcUIMKiU9PSuttCEh4z_mwH8MxU-0B54.jxPnOLXHw19xmf2sGdm1dckVPSIsrY9p2QHh9N-X6Bc&dib_tag=se&keywords=guitar&qid=1714216630&sr=8-36
Medellin,"Medellin Acoustic Guitar (with guitar learning course) Neon Pink (Combo, Strings,Bag,Picks and guitar course)","2,499","Monday, 29 April",In stock,https://www.amazon.in/Medellin-Acoustic-Guitar-learning-Strings/dp/B0CCNSN9BV/ref=sr_1_37?dib=eyJ2IjoiMSJ9.H_dE0w8OHcmESxseNpLSv0nvWr0JMhazIQ9MvjPhIkuhKueS755oeD551GNy1OU2BpJAkKdfM4cIvL3PNwh0ImV8Qx0NvGFNZWfUFLdJzA6gf0A2nfm5ROwrPEXKKYLYo5pjIuXbR3xRuMpXRX1nNjXPMUY9cHHaJa30BTGK4Bx9KDu_2zQSKyp-_sUqdBwZ3QIqfuEI8gXmQB2OcHs_OkoRbl83VidsEmXmqMXkau6Z3vEACKUQEU5sPVobJOWG0igyaA-CLvwrcUIMKiU9PSuttCEh4z_mwH8MxU-0B54.jxPnOLXHw19xmf2sGdm1dckVPSIsrY9p2QHh9N-X6Bc&dib_tag=se&keywords=guitar&qid=1714216630&sr=8-37
JUAREZ,"Juarez JRZ38C/3TSNA Acoustic Guitar, 38 Inch Cutaway, 3TS Sunburst","1,899","Monday, 29 April",In stock,https://www.amazon.in/JUAREZ-JRZ38C-3TSNA/dp/B0BCQQRDF3/ref=sr_1_38?dib=eyJ2IjoiMSJ9.H_dE0w8OHcmESxseNpLSv0nvWr0JMhazIQ9MvjPhIkuhKueS755oeD551GNy1OU2BpJAkKdfM4cIvL3PNwh0ImV8Qx0NvGFNZWfUFLdJzA6gf0A2nfm5ROwrPEXKKYLYo5pjIuXbR3xRuMpXRX1nNjXPMUY9cHHaJa30BTGK4Bx9KDu_2zQSKyp-_sUqdBwZ3QIqfuEI8gXmQB2OcHs_OkoRbl83VidsEmXmqMXkau6Z3vEACKUQEU5sPVobJOWG0igyaA-CLvwrcUIMKiU9PSuttCEh4z_mwH8MxU-0B54.jxPnOLXHw19xmf2sGdm1dckVPSIsrY9p2QHh9N-X6Bc&dib_tag=se&keywords=guitar&qid=1714216630&sr=8-38
