brand,name,price,delivery,availability,url
Black,SG Musical - Metal Guitar Stand - Universal Guitar Floor Stand,599,"Saturday, 4 May",In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NzQxMDQyOTM1NzkxMTc6MTcxNDIxNjYzMDpzcF9idGY6MzAwMTUxNDU0OTE4ODMyOjowOjo&url=%2FSG-Musical-Metal-Guitar-Universal%2Fdp%2FB0BG5M472T%2Fref%3Dsr_1_59_sspa%3Fdib%3DeyJ2IjoiMSJ9.H_dE0w8OHcmESxseNpLSv0nvWr0JMhazIQ9MvjPhIkuhKueS755oeD551GNy1OU2BpJAkKdfM4cIvL3PNwh0ImV8Qx0NvGFNZWfUFLdJzA6gf0A2nfm5ROwrPEXKKYLYo5pjIuXbR3xRuMpXRX1nNjXPMUY9cHHaJa30BTGK4Bx9KDu_2zQSKyp-_sUqdBwZ3QIqfuEI8gXmQB2OcHs_OkoRbl83VidsEmXmqMXkau6Z3vEACKUQEU5sPVobJOWG0igyaA-CLvwrcUIMKiU9PSuttCEh4z_mwH8MxU-0B54.jxPnOLXHw19xmf2sGdm1dckVPSIsrY9p2QHh9N-X6Bc%26dib_tag%3Dse%26keywords%3Dguitar%26qid%3D1714216630%26sr%3D8-59-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
-,"SG Musical - Guitar Belt, Rubber Guitar Pick Holder, 4 picks, 4 silicon fingers",319,"Saturday, 4 May",In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NzQxMDQyOTM1NzkxMTc6MTcxNDIxNjYzMDpzcF9idGY6MzAwMTQ1NzQ2NTcxNDMyOjowOjo&url=%2FSG-Musical-Guitar-silicon-fingers%2Fdp%2FB0BD4B826N%2Fref%3Dsr_1_60_sspa%3Fdib%3DeyJ2IjoiMSJ9.H_dE0w8OHcmESxseNpLSv0nvWr0JMhazIQ9MvjPhIkuhKueS755oeD551GNy1OU2BpJAkKdfM4cIvL3PNwh0ImV8Qx0NvGFNZWfUFLdJzA6gf0A2nfm5ROwrPEXKKYLYo5pjIuXbR3xRuMpXRX1nNjXPMUY9cHHaJa30BTGK4Bx9KDu_2zQSKyp-_sUqdBwZ3QIqfuEI8gXmQB2OcHs_OkoRbl83VidsEmXmqMXkau6Z3vEACKUQEU5sPVobJOWG0igyaA-CLvwrcUIMKiU9PSuttCEh4z_mwH8MxU-0B54.jxPnOLXHw19xmf2sGdm1dckVPSIsrY9p2QHh9N-X6Bc%26dib_tag%3Dse%26keywords%3Dguitar%26qid%3D1714216630%26sr%3D8-60-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
-,"Inrali Guitar String Winder and Cutter,Guitar Bridge Pin Puller,Guitar String Winder Cutter Pin Puller - 3 In 1 Multifunctional Guitar Maintenance Tool/String Peg Winder + String Cutter (Black)",289,"Wednesday, 1 May",In stock,https://aax-eu.amazon.in/x/c/RMRsryIG71zk5ydIOtbXquoAAAGPH0X52QMAAAH2AQBvbm9fdHhuX2JpZDMgICBvbm9fdHhuX2ltcDEgICDSmv0U/https://www.amazon.in/Inrali-Guitar-String-Winder-Cutter/dp/B08VWQ2SRB/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.29651f77-3164-4105-8e83-b08340dd52f0%3Aamzn1.sym.29651f77-3164-4105-8e83-b08340dd52f0&cv_ct_cx=guitar&dib=eyJ2IjoiMSJ9.bECI8gwH2lwUSU7Ry8xMnQ.i09s93gW6pUDtvVGto-JAj-kau-MVjvL_U1ar32C6zs&dib_tag=se&keywords=guitar&pd_rd_i=B08VWQ2SRB&pd_rd_r=1b271042-915a-4a4a-8d30-e040047c8e3c&pd_rd_w=iKlAe&pd_rd_wg=pxN9H&pf_rd_p=29651f77-3164-4105-8e83-b08340dd52f0&pf_rd_r=PQJY9GFYHDD81HV3G1R6&qid=1714216630&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-1-25dedf61-9bde-4412-952b-c956ef4fc546
-,"Inrali Guitar String Winder and Cutter,Guitar Bridge Pin Puller,Guitar String Winder Cutter Pin Puller - 3 In 1 Multifunctional Guitar Maintenance Tool/String Peg Winder + String Cutter (Black)",289,"Wednesday, 1 May",In stock,https://aax-eu.amazon.in/x/c/RMRsryIG71zk5ydIOtbXquoAAAGPH0X52QMAAAH2AQBvbm9fdHhuX2JpZDMgICBvbm9fdHhuX2ltcDEgICDSmv0U/https://www.amazon.in/Inrali-Guitar-String-Winder-Cutter/dp/B08VWQ2SRB/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.29651f77-3164-4105-8e83-b08340dd52f0%3Aamzn1.sym.29651f77-3164-4105-8e83-b08340dd52f0&cv_ct_cx=guitar&dib=eyJ2IjoiMSJ9.bECI8gwH2lwUSU7Ry8xMnQ.i09s93gW6pUDtvVGto-JAj-kau-MVjvL_U1ar32C6zs&dib_tag=se&keywords=guitar&pd_rd_i=B08VWQ2SRB&pd_rd_r=1b271042-915a-4a4a-8d30-e040047c8e3c&pd_rd_w=iKlAe&pd_rd_wg=pxN9H&pf_rd_p=29651f77-3164-4105-8e83-b08340dd52f0&pf_rd_r=PQJY9GFYHDD81HV3G1R6&qid=1714216630&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-1-25dedf61-9bde-4412-952b-c956ef4fc546
Henrix,"Henrix 38 Inches Bass Wood Acoustic Guitar With Die-CastTuners And Dual-Action Truss Rod - Includes Picks, Bag, Strings, Strap, Polishing Cloth And String Winder","3,099","Monday, 29 April",In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMTM4ODE0MDA2NjY0MTE3OjE3MTQyMTY5NDE6c3BfYXRmX25leHQ6MjAwODg0NjQyODg4MDQ6OjA6Og&url=%2FHenrix-Acoustic-Guitar-Die-cast-Dual-action%2Fdp%2FB07VHRWV4R%2Fref%3Dsr_1_49_sspa%3Fdib%3DeyJ2IjoiMSJ9.GrrSmXh55XkkAVT-xyoyzL6tnmMuWvknwoBFdnzo_cG398yIDn8XJdCwXhyuycqziJwO-wojwGdLsRj_b7hEEcSlVD9vrpZgnIFeugllusc6lwPbwEkzAXe8Xl5coRtmoabeV0YJnosSpktNlErHxEhDgVCXBvlxDfqBUFrhdZj6705j4PJZ2EN8AFuJtuCwpW4bm06dLVHFiqw-0XjouAFwliPnYs5KDdQX04Ei3vqtcIfx394wv3DwwxYbDWwEnq39MVpZ-XmXGtBgtxTFj6FcaHn0n1LC48fUx6IWCVI.lxIL9B5PoHaXspqHqLpXEhXJe-zzfE86qX94PsyxXDc%26dib_tag%3Dse%26keywords%3Dguitar%26qid%3D1714216941%26sr%3D8-49-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
Kadence,"Kadence Guitar Slowhand Series Premium Electric Acoustic Mahogany body Demi Cutaway Jumbo Guitar 41” Combo with Heavy Padded Bag, Instrument cable, Pro Capo, Picks, and String Set (Mahogany SH03)","9,999","Monday, 29 April",In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMTM4ODE0MDA2NjY0MTE3OjE3MTQyMTY5NDE6c3BfYXRmX25leHQ6MjAwNjcxNDM0OTYyMDQ6OjA6Og&url=%2FKadence-Slowhand-Acoustic-Mahagony-Instrument%2Fdp%2FB077T7GXFV%2Fref%3Dsr_1_50_sspa%3Fdib%3DeyJ2IjoiMSJ9.GrrSmXh55XkkAVT-xyoyzL6tnmMuWvknwoBFdnzo_cG398yIDn8XJdCwXhyuycqziJwO-wojwGdLsRj_b7hEEcSlVD9vrpZgnIFeugllusc6lwPbwEkzAXe8Xl5coRtmoabeV0YJnosSpktNlErHxEhDgVCXBvlxDfqBUFrhdZj6705j4PJZ2EN8AFuJtuCwpW4bm06dLVHFiqw-0XjouAFwliPnYs5KDdQX04Ei3vqtcIfx394wv3DwwxYbDWwEnq39MVpZ-XmXGtBgtxTFj6FcaHn0n1LC48fUx6IWCVI.lxIL9B5PoHaXspqHqLpXEhXJe-zzfE86qX94PsyxXDc%26dib_tag%3Dse%26keywords%3Dguitar%26qid%3D1714216941%26sr%3D8-50-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
Ibanez,"Ibanez MD39C-NT 39 Inches Spruce Wood Cutaway Acoustic Guitar With Gig-Bag, Polishing Cloth And E-Book Natural","8,499","Monday, 29 April",Only 2 left in stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMTM4ODE0MDA2NjY0MTE3OjE3MTQyMTY5NDE6c3BfYXRmX25leHQ6MzAwMTQ4NTQ4MjMxNjMyOjowOjo&url=%2FIbanez-MD39C-NT-Cutaway-Acoustic-Polishing%2Fdp%2FB084C1DGCV%2Fref%3Dsr_1_51_sspa%3Fdib%3DeyJ2IjoiMSJ9.GrrSmXh55XkkAVT-xyoyzL6tnmMuWvknwoBFdnzo_cG398yIDn8XJdCwXhyuycqziJwO-wojwGdLsRj_b7hEEcSlVD9vrpZgnIFeugllusc6lwPbwEkzAXe8Xl5coRtmoabeV0YJnosSpktNlErHxEhDgVCXBvlxDfqBUFrhdZj6705j4PJZ2EN8AFuJtuCwpW4bm06dLVHFiqw-0XjouAFwliPnYs5KDdQX04Ei3vqtcIfx394wv3DwwxYbDWwEnq39MVpZ-XmXGtBgtxTFj6FcaHn0n1LC48fUx6IWCVI.lxIL9B5PoHaXspqHqLpXEhXJe-zzfE86qX94PsyxXDc%26dib_tag%3Dse%26keywords%3Dguitar%26qid%3D1714216941%26sr%3D8-51-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
-,"Guitar Kit Set Guitar Strings Changing Kit Guitar Tool Kit with 6 Strings, 6 Multicolored Picks, 1 Guitar Capo, 1 String Winder cutter, 1 Guitar Tuner for Acoustic Guitars",989,-,In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMTM4ODE0MDA2NjY0MTE3OjE3MTQyMTY5NDE6c3BfYXRmX25leHQ6MzAwMTM0NjY2Mzc0NjMyOjowOjo&url=%2FStrings-Changing-Multicolored-Acoustic-Guitars%2Fdp%2FB0C6FDW837%2Fref%3Dsr_1_52_sspa%3Fdib%3DeyJ2IjoiMSJ9.GrrSmXh55XkkAVT-xyoyzL6tnmMuWvknwoBFdnzo_cG398yIDn8XJdCwXhyuycqziJwO-wojwGdLsRj_b7hEEcSlVD9vrpZgnIFeugllusc6lwPbwEkzAXe8Xl5coRtmoabeV0YJnosSpktNlErHxEhDgVCXBvlxDfqBUFrhdZj6705j4PJZ2EN8AFuJtuCwpW4bm06dLVHFiqw-0XjouAFwliPnYs5KDdQX04Ei3vqtcIfx394wv3DwwxYbDWwEnq39MVpZ-XmXGtBgtxTFj6FcaHn0n1LC48fUx6IWCVI.lxIL9B5PoHaXspqHqLpXEhXJe-zzfE86qX94PsyxXDc%26dib_tag%3Dse%26keywords%3Dguitar%26qid%3D1714216941%26sr%3D8-52-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
JUAREZ,"Juârez Acoustic Guitar, 38 Inch Cutaway, JRZ38CT, Hippie Funky Design, with Bag, Picks, Strap & Extra String set","2,599","Monday, 29 April",In stock,https://www.amazon.in/Juarez-Acoustic-Guitar-Cutaway-JRZ38CT/dp/B01N3TTYJQ/ref=sr_1_53?dib=eyJ2IjoiMSJ9.GrrSmXh55XkkAVT-xyoyzL6tnmMuWvknwoBFdnzo_cG398yIDn8XJdCwXhyuycqziJwO-wojwGdLsRj_b7hEEcSlVD9vrpZgnIFeugllusc6lwPbwEkzAXe8Xl5coRtmoabeV0YJnosSpktNlErHxEhDgVCXBvlxDfqBUFrhdZj6705j4PJZ2EN8AFuJtuCwpW4bm06dLVHFiqw-0XjouAFwliPnYs5KDdQX04Ei3vqtcIfx394wv3DwwxYbDWwEnq39MVpZ-XmXGtBgtxTFj6FcaHn0n1LC48fUx6IWCVI.lxIL9B5PoHaXspqHqLpXEhXJe-zzfE86qX94PsyxXDc&dib_tag=se&keywords=guitar&qid=1714216941&sr=8-53
JUAREZ,"JUAREZ Arpeggio 99.06 cm (39 Inch) Acoustic Guitar Kit, Spruce Top, Rosewood Fretboard & Bridge, Truss Rod, Chrome Die Cast Machine Tuners, Black","6,219","Monday, 29 April",In stock,https://www.amazon.in/JUAREZ-Arpeggio-Acoustic-Rosewood-Fretboard/dp/B08LBHB547/ref=sr_1_54?dib=eyJ2IjoiMSJ9.GrrSmXh55XkkAVT-xyoyzL6tnmMuWvknwoBFdnzo_cG398yIDn8XJdCwXhyuycqziJwO-wojwGdLsRj_b7hEEcSlVD9vrpZgnIFeugllusc6lwPbwEkzAXe8Xl5coRtmoabeV0YJnosSpktNlErHxEhDgVCXBvlxDfqBUFrhdZj6705j4PJZ2EN8AFuJtuCwpW4bm06dLVHFiqw-0XjouAFwliPnYs5KDdQX04Ei3vqtcIfx394wv3DwwxYbDWwEnq39MVpZ-XmXGtBgtxTFj6FcaHn0n1LC48fUx6IWCVI.lxIL9B5PoHaXspqHqLpXEhXJe-zzfE86qX94PsyxXDc&dib_tag=se&keywords=guitar&qid=1714216941&sr=8-54
Henrix,"Henrix 40C PRO 40-Inch Cutaway Acoustic Guitar with Dual Action Truss Rod, Gigbag, Picks, String Set, Strap, Polishing Cloth & Ebook","3,999","Monday, 29 April",In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2ODg5MzA0ODUxMDc0MTE3OjE3MTQyMTY5ODc6c3BfYXRmX25leHQ6MjAwNTYxMzMxOTQ2OTg6OjA6Og&url=%2FHenrix-40-Inch-Cutaway-Acoustic-Guitar%2Fdp%2FB0B46LLJRR%2Fref%3Dsr_1_97_sspa%3Fdib%3DeyJ2IjoiMSJ9.7-Jr8KO89_pX71_Tv8eNsiDYzwqx_jzpkZgp8PPOx61SJnxfEla6aGyJw3nMk9yvJv8SlQ7SZBVqfYcChhvcMWogLwL0wDjeIaU6WMPvprpj8YAfQTmJ6ejj4P4q9KjixOHeDCFRAdNNQyVyKnzdLvqnwSNRPzUmm8DxddLYrMq4UFnWVOEFyFRjBkfbpFyMfi3an4qUC7N2y53MTtKLxKwGMD7QV031WTYo8U3dyfFiPsYk1sN9oIgLZGn07XlRPgXRbB6xf05spYtj8E6rRJ9UaroLuw_pvuSEI_dqu0I.KQhTWWuZHsVWmcLyOkbmOiTquLKMEo9btpSW2Y_R_3w%26dib_tag%3Dse%26keywords%3Dguitar%26qid%3D1714216987%26sr%3D8-97-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
Kadence,"Kadence A281 Professional Acoustic Rosewood guitar (Natural, Beige)","5,999","Thursday, 2 May",In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2ODg5MzA0ODUxMDc0MTE3OjE3MTQyMTY5ODc6c3BfYXRmX25leHQ6MzAwMDM0NzczOTgwNTMyOjowOjo&url=%2FKadence-Professional-Acoustic-Rosewood-Natural%2Fdp%2FB0CC927DLN%2Fref%3Dsr_1_98_sspa%3Fdib%3DeyJ2IjoiMSJ9.7-Jr8KO89_pX71_Tv8eNsiDYzwqx_jzpkZgp8PPOx61SJnxfEla6aGyJw3nMk9yvJv8SlQ7SZBVqfYcChhvcMWogLwL0wDjeIaU6WMPvprpj8YAfQTmJ6ejj4P4q9KjixOHeDCFRAdNNQyVyKnzdLvqnwSNRPzUmm8DxddLYrMq4UFnWVOEFyFRjBkfbpFyMfi3an4qUC7N2y53MTtKLxKwGMD7QV031WTYo8U3dyfFiPsYk1sN9oIgLZGn07XlRPgXRbB6xf05spYtj8E6rRJ9UaroLuw_pvuSEI_dqu0I.KQhTWWuZHsVWmcLyOkbmOiTquLKMEo9btpSW2Y_R_3w%26dib_tag%3Dse%26keywords%3Dguitar%26qid%3D1714216987%26sr%3D8-98-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
Pine Wood,AmericanElm Wooden Guitar Shape for Crafts and Decoration - Laser Cut - Guitar Decor - Miniature Guitar,189,"Saturday, 4 May",In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2ODg5MzA0ODUxMDc0MTE3OjE3MTQyMTY5ODc6c3BfYXRmX25leHQ6MzAwMDUxNDE4NzY4ODMyOjowOjo&url=%2FAmericanElm-Wooden-Guitar-Crafts-Decoration%2Fdp%2FB09BR4MKB8%2Fref%3Dsr_1_99_sspa%3Fdib%3DeyJ2IjoiMSJ9.7-Jr8KO89_pX71_Tv8eNsiDYzwqx_jzpkZgp8PPOx61SJnxfEla6aGyJw3nMk9yvJv8SlQ7SZBVqfYcChhvcMWogLwL0wDjeIaU6WMPvprpj8YAfQTmJ6ejj4P4q9KjixOHeDCFRAdNNQyVyKnzdLvqnwSNRPzUmm8DxddLYrMq4UFnWVOEFyFRjBkfbpFyMfi3an4qUC7N2y53MTtKLxKwGMD7QV031WTYo8U3dyfFiPsYk1sN9oIgLZGn07XlRPgXRbB6xf05spYtj8E6rRJ9UaroLuw_pvuSEI_dqu0I.KQhTWWuZHsVWmcLyOkbmOiTquLKMEo9btpSW2Y_R_3w%26dib_tag%3Dse%26keywords%3Dguitar%26qid%3D1714216987%26sr%3D8-99-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
blueberry,"BLUEBERRY B40L, Acoustic Guitar Kit Inbuilt Truss Rod with Bag, Strap, One Pack Strings And Picks - 40 Inch (Classic Maroon)","4,590","Wednesday, 1 May",In stock,https://www.amazon.in/Blueberry-Acoustic-Inbuilt-Strings-Classic/dp/B09VLF8B8G/ref=sr_1_100?dib=eyJ2IjoiMSJ9.7-Jr8KO89_pX71_Tv8eNsiDYzwqx_jzpkZgp8PPOx61SJnxfEla6aGyJw3nMk9yvJv8SlQ7SZBVqfYcChhvcMWogLwL0wDjeIaU6WMPvprpj8YAfQTmJ6ejj4P4q9KjixOHeDCFRAdNNQyVyKnzdLvqnwSNRPzUmm8DxddLYrMq4UFnWVOEFyFRjBkfbpFyMfi3an4qUC7N2y53MTtKLxKwGMD7QV031WTYo8U3dyfFiPsYk1sN9oIgLZGn07XlRPgXRbB6xf05spYtj8E6rRJ9UaroLuw_pvuSEI_dqu0I.KQhTWWuZHsVWmcLyOkbmOiTquLKMEo9btpSW2Y_R_3w&dib_tag=se&keywords=guitar&qid=1714216987&sr=8-100
VAULT,Vault CL-40 4/4 size Premium Solid Spruce-Top Classical Guitar with Gig-Bag,"7,499","Monday, 29 April",In stock,https://www.amazon.in/CL-40-Premium-Spruce-Top-Classical-Guitar/dp/B097N8VSVZ/ref=sr_1_101?dib=eyJ2IjoiMSJ9.7-Jr8KO89_pX71_Tv8eNsiDYzwqx_jzpkZgp8PPOx61SJnxfEla6aGyJw3nMk9yvJv8SlQ7SZBVqfYcChhvcMWogLwL0wDjeIaU6WMPvprpj8YAfQTmJ6ejj4P4q9KjixOHeDCFRAdNNQyVyKnzdLvqnwSNRPzUmm8DxddLYrMq4UFnWVOEFyFRjBkfbpFyMfi3an4qUC7N2y53MTtKLxKwGMD7QV031WTYo8U3dyfFiPsYk1sN9oIgLZGn07XlRPgXRbB6xf05spYtj8E6rRJ9UaroLuw_pvuSEI_dqu0I.KQhTWWuZHsVWmcLyOkbmOiTquLKMEo9btpSW2Y_R_3w&dib_tag=se&keywords=guitar&qid=1714216987&sr=8-101
D Pluse,D Pluse Classical Series Mini Guitar Toy- Portable 4-String Guitar Excellent Musical Instrument Toy & Gift for Kids Children Mini Guitar Toy (17Inch Pack of 1),429,"Thursday, 2 May",In stock,https://www.amazon.in/Pluse-Classical-Portable-Excellent-Instrument/dp/B0C8B1XZ94/ref=sr_1_102?dib=eyJ2IjoiMSJ9.7-Jr8KO89_pX71_Tv8eNsiDYzwqx_jzpkZgp8PPOx61SJnxfEla6aGyJw3nMk9yvJv8SlQ7SZBVqfYcChhvcMWogLwL0wDjeIaU6WMPvprpj8YAfQTmJ6ejj4P4q9KjixOHeDCFRAdNNQyVyKnzdLvqnwSNRPzUmm8DxddLYrMq4UFnWVOEFyFRjBkfbpFyMfi3an4qUC7N2y53MTtKLxKwGMD7QV031WTYo8U3dyfFiPsYk1sN9oIgLZGn07XlRPgXRbB6xf05spYtj8E6rRJ9UaroLuw_pvuSEI_dqu0I.KQhTWWuZHsVWmcLyOkbmOiTquLKMEo9btpSW2Y_R_3w&dib_tag=se&keywords=guitar&qid=1714216987&sr=8-102
Intern,"INTERN Cutaway Design Acoustic Guitar Pack -Humidity Proof body, Bend resistance, Durable Action, Natural tone & bright resonance. Blue Carbon Fibre/Fiber Guitar with Bag, Strap, Strings set, Picks","2,699","Monday, 29 April",In stock,https://www.amazon.in/Cutaway-Acoustic-Humidity-resistance-resonance/dp/B09RRH7R5F/ref=sr_1_103?dib=eyJ2IjoiMSJ9.7-Jr8KO89_pX71_Tv8eNsiDYzwqx_jzpkZgp8PPOx61SJnxfEla6aGyJw3nMk9yvJv8SlQ7SZBVqfYcChhvcMWogLwL0wDjeIaU6WMPvprpj8YAfQTmJ6ejj4P4q9KjixOHeDCFRAdNNQyVyKnzdLvqnwSNRPzUmm8DxddLYrMq4UFnWVOEFyFRjBkfbpFyMfi3an4qUC7N2y53MTtKLxKwGMD7QV031WTYo8U3dyfFiPsYk1sN9oIgLZGn07XlRPgXRbB6xf05spYtj8E6rRJ9UaroLuw_pvuSEI_dqu0I.KQhTWWuZHsVWmcLyOkbmOiTquLKMEo9btpSW2Y_R_3w&dib_tag=se&keywords=guitar&qid=1714216987&sr=8-103
